,index,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
19310,220910,Theft of Bicycle,2015,7,18,17,0,10XX E 18TH AVE,Kensington-Cedar Cottage,493951.21581400005,5455747.6036
19311,243017,Theft of Bicycle,2015,9,25,8,45,7XX E HASTINGS ST,Strathcona,493519.37687299994,5458719.1935
19312,243015,Theft of Bicycle,2015,2,18,19,29,7XX E HASTINGS ST,Strathcona,493496.79146899993,5458711.11484
19313,220754,Theft of Bicycle,2015,7,22,15,30,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
19314,228283,Theft of Bicycle,2015,11,17,21,0,18XX E 13TH AVE,Kensington-Cedar Cottage,495111.23339300003,5456208.2032699995
19315,227893,Theft of Bicycle,2015,5,15,20,0,17XX MANITOBA ST,Mount Pleasant,492238.41156800004,5457415.93704
19316,227894,Theft of Bicycle,2015,5,21,20,0,17XX MANITOBA ST,Mount Pleasant,492238.41156800004,5457415.93704
19317,242475,Theft of Bicycle,2015,4,8,15,6,6XX W CORDOVA ST,Central Business District,491865.24153100007,5459187.8454599995
19318,227895,Theft of Bicycle,2015,10,2,23,30,17XX MANITOBA ST,Mount Pleasant,492238.41156800004,5457415.93704
19319,242476,Theft of Bicycle,2015,9,2,18,0,6XX W CORDOVA ST,Central Business District,491865.24153100007,5459187.8454599995
19320,241664,Theft of Bicycle,2015,6,25,12,22,6XX CITADEL PRDE,Central Business District,491918.163367,5458447.43342
19321,227956,Theft of Bicycle,2015,7,10,21,30,17XX QUEBEC ST,Mount Pleasant,492523.578454,5457415.4789
19322,242845,Theft of Bicycle,2015,6,22,15,38,7XX DENMAN ST,West End,490177.685222,5459890.36108
19323,220755,Theft of Bicycle,2015,7,28,14,0,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
19324,242438,Theft of Bicycle,2015,10,4,12,30,6XX W CORDOVA ST,Central Business District,491858.85585600004,5459181.30052
19325,250796,Theft of Bicycle,2015,11,15,16,55,TAYLOR ST / W PENDER ST,Central Business District,492319.99825500004,5458667.07272
19326,228284,Theft of Bicycle,2015,8,20,14,30,18XX E 13TH AVE,Kensington-Cedar Cottage,495131.84330699994,5456207.8751
19327,250795,Theft of Bicycle,2015,9,22,16,30,TAYLOR ST / W PENDER ST,Central Business District,492319.99825500004,5458667.07272
19328,228129,Theft of Bicycle,2015,8,8,10,41,17XX W GEORGIA ST,West End,490279.53125600005,5459985.82361
19329,220718,Theft of Bicycle,2015,7,7,11,30,10XX CANADA PL,Central Business District,491437.612563,5459565.637019999
19330,220719,Theft of Bicycle,2015,9,23,0,1,10XX CANADA PL,Central Business District,491437.612563,5459565.637019999
19331,227954,Theft of Bicycle,2015,4,30,14,0,17XX QUEBEC ST,Mount Pleasant,492523.578454,5457415.4789
19332,242037,Theft of Bicycle,2015,7,1,9,0,6XX MOBERLY RD,Fairview,491391.793055,5457132.85435
19333,250728,Theft of Bicycle,2015,7,15,17,15,SEYMOUR ST / W CORDOVA ST,Central Business District,491865.69703000004,5459181.01343
19334,227955,Theft of Bicycle,2015,6,3,23,0,17XX QUEBEC ST,Mount Pleasant,492523.578454,5457415.4789
19335,250729,Theft of Bicycle,2015,9,29,18,15,SEYMOUR ST / W CORDOVA ST,Central Business District,491865.69703000004,5459181.01343
19336,228136,Theft of Bicycle,2015,8,15,0,0,17XX WILLIAM ST,Grandview-Woodland,494997.02298500005,5457916.54486
19337,227204,Theft of Bicycle,2015,5,28,18,0,16XX NAPIER ST,Grandview-Woodland,494923.032045,5458018.9249599995
19338,228138,Theft of Bicycle,2015,11,19,11,0,17XX WILLIAM ST,Grandview-Woodland,495010.078049,5457916.35945
19339,220758,Theft of Bicycle,2015,9,25,17,0,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
19340,220535,Theft of Bicycle,2015,7,5,11,20,10XX BROUGHTON ST,West End,490247.49028699996,5459171.38521
19341,250967,Theft of Bicycle,2015,10,20,16,0,W CORDOVA ST / WATER ST,Central Business District,491933.461979,5459112.15433
19342,220720,Theft of Bicycle,2015,11,5,17,25,10XX CANADA PL,Central Business District,491437.612563,5459565.637019999
19343,228142,Theft of Bicycle,2015,12,12,12,0,17XX YEW ST,Kitsilano,488725.146681,5457543.7181400005
19344,241683,Theft of Bicycle,2015,9,15,15,0,6XX CITADEL PRDE,Central Business District,491991.71482700005,5458517.97696
19345,220533,Theft of Bicycle,2015,9,14,8,30,10XX BROUGHTON ST,West End,490231.08722600003,5459141.82105
19346,220757,Theft of Bicycle,2015,9,16,23,34,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
19347,242030,Theft of Bicycle,2015,3,4,21,0,6XX MOBERLY RD,Fairview,491259.027116,5457096.6883
19348,220437,Theft of Bicycle,2015,7,4,20,0,10XX BEACH AVE,West End,490197.47849799995,5458239.42115
19349,220756,Theft of Bicycle,2015,8,9,17,47,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
19350,250582,Theft of Bicycle,2015,3,18,15,0,POWELL ST / VICTORIA DR,Grandview-Woodland,495235.859417,5459122.25245
19351,242961,Theft of Bicycle,2015,10,15,0,0,7XX E 29TH AVE,Kensington-Cedar Cottage,493549.63029700005,5454658.71122
19352,220438,Theft of Bicycle,2015,12,14,8,0,10XX BEACH AVE,West End,490197.47849799995,5458239.42115
19353,228279,Theft of Bicycle,2015,9,23,0,1,18XX E 12TH AVE,Kensington-Cedar Cottage,495081.42666999996,5456308.215
19354,220909,Theft of Bicycle,2015,10,30,9,30,10XX E 17TH AVE,Kensington-Cedar Cottage,494002.538503,5455854.00108
19355,242497,Theft of Bicycle,2015,3,5,23,40,6XX W GEORGIA ST,Central Business District,491440.528549,5458826.0944
19356,220753,Theft of Bicycle,2015,7,4,9,0,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
19357,241525,Theft of Bicycle,2015,2,3,12,0,6XX ABBOTT ST,Central Business District,492175.58635600004,5458454.527980001
19358,242824,Theft of Bicycle,2015,8,20,17,30,7XX CHILCO ST,West End,490015.32489700004,5460150.415580001
19359,241526,Theft of Bicycle,2015,7,24,20,0,6XX ABBOTT ST,Central Business District,492175.58635600004,5458454.527980001
19360,227222,Theft of Bicycle,2015,8,27,0,45,16XX NELSON ST,West End,490043.77879300003,5459500.65718
19361,242986,Theft of Bicycle,2015,11,30,12,0,7XX E 6TH AVE,Mount Pleasant,493630.102415,5456937.50251
19362,250762,Theft of Bicycle,2015,6,21,20,20,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
19363,242985,Theft of Bicycle,2015,10,14,20,0,7XX E 6TH AVE,Mount Pleasant,493630.102415,5456937.50251
19364,242984,Theft of Bicycle,2015,5,7,23,0,7XX E 6TH AVE,Mount Pleasant,493598.72800600005,5456937.99237
19365,220895,Theft of Bicycle,2015,7,10,22,0,10XX E 10TH AVE,Mount Pleasant,493964.566191,5456528.79824
19366,241527,Theft of Bicycle,2015,7,31,18,0,6XX ABBOTT ST,Central Business District,492175.58635600004,5458454.527980001
19367,241528,Theft of Bicycle,2015,8,8,18,0,6XX ABBOTT ST,Central Business District,492175.58635600004,5458454.527980001
19368,241531,Theft of Bicycle,2015,9,20,14,1,6XX ABBOTT ST,Central Business District,492176.23244700005,5458530.65369
19369,242975,Theft of Bicycle,2015,8,30,19,0,7XX E 53RD AVE,Sunset,493515.99615900003,5452130.54889
19370,241997,Theft of Bicycle,2015,8,13,12,30,6XX KEEFER ST,Strathcona,493347.34248999995,5458516.77939
19371,227594,Theft of Bicycle,2015,7,20,16,30,17XX BEACH AVE,West End,489639.07147100003,5459330.2260300005
19372,227233,Theft of Bicycle,2015,1,7,18,0,16XX NELSON ST,West End,490088.601415,5459469.03558
19373,220821,Theft of Bicycle,2015,9,19,22,0,10XX COMOX ST,West End,490644.604651,5458750.13379
19374,227561,Theft of Bicycle,2015,6,7,21,0,17XX BEACH AVE,West End,489616.238191,5459110.34705
19375,250575,Theft of Bicycle,2015,8,7,9,0,PINE ST / W BROADWAY AVE,Fairview,489565.79847,5456776.435380001
19376,250631,Theft of Bicycle,2015,9,24,22,36,RICHARDS ST / W HASTINGS ST,Central Business District,491861.38471300004,5459038.69873
19377,227963,Theft of Bicycle,2015,2,18,9,15,17XX ROBSON ST,West End,490236.62602100003,5459788.88775
19378,227592,Theft of Bicycle,2015,5,2,18,0,17XX BEACH AVE,West End,489639.07147100003,5459330.2260300005
19379,241539,Theft of Bicycle,2015,8,21,14,0,6XX ALEXANDER ST,Strathcona,493338.87893199996,5459021.36364
19380,227593,Theft of Bicycle,2015,6,6,21,20,17XX BEACH AVE,West End,489639.07147100003,5459330.2260300005
19381,227319,Theft of Bicycle,2015,5,10,20,0,16XX SALT ST,Mount Pleasant,492287.119119,5457560.67897
19382,220751,Theft of Bicycle,2015,6,27,3,30,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
19383,250630,Theft of Bicycle,2015,5,23,0,0,RICHARDS ST / W HASTINGS ST,Central Business District,491861.38471300004,5459038.69873
19384,227318,Theft of Bicycle,2015,1,13,12,25,16XX SALT ST,Mount Pleasant,492287.119119,5457560.67897
19385,227916,Theft of Bicycle,2015,12,12,12,0,17XX NELSON ST,West End,489995.195046,5459563.58974
19386,242006,Theft of Bicycle,2015,11,27,14,30,6XX LEG IN BOOT SQ,Fairview,491339.42263000004,5457217.132999999
19387,227876,Theft of Bicycle,2015,8,1,14,0,17XX GRAVELEY ST,Grandview-Woodland,495027.574461,5457524.56948
19388,242991,Theft of Bicycle,2015,10,14,15,0,7XX E 7TH AVE,Mount Pleasant,493616.52195900003,5456838.92368
19389,242817,Theft of Bicycle,2015,6,17,21,0,7XX CARDERO ST,West End,490504.445211,5459761.097159999
19390,228273,Theft of Bicycle,2015,11,11,0,0,18XX E 11TH AVE,Kensington-Cedar Cottage,495069.93425,5456406.38389
19391,241876,Theft of Bicycle,2015,8,2,10,10,6XX EXPO BLVD,Central Business District,492080.57730500004,5458435.47673
19392,250773,Theft of Bicycle,2015,6,16,19,0,SPRUCE ST / W BROADWAY AVE,Fairview,490614.24579300004,5456750.256
19393,243007,Theft of Bicycle,2015,12,26,17,0,7XX E GEORGIA ST,Strathcona,493573.12960299995,5458402.09699
19394,242498,Theft of Bicycle,2015,7,2,11,30,6XX W GEORGIA ST,Central Business District,491440.528549,5458826.0944
19395,220908,Theft of Bicycle,2015,9,5,21,0,10XX E 17TH AVE,Kensington-Cedar Cottage,494002.538503,5455854.00108
19396,242997,Theft of Bicycle,2015,7,31,6,6,7XX E BROADWAY AVE,Mount Pleasant,493576.481544,5456633.92345
19397,242588,Theft of Bicycle,2015,10,30,13,13,70XX HEATHER ST,Oakridge,490982.860338,5452027.375990001
19398,242587,Theft of Bicycle,2015,6,8,8,30,70XX HEATHER ST,Oakridge,490982.860338,5452027.375990001
19399,250772,Theft of Bicycle,2015,6,13,12,30,SPRUCE ST / W BROADWAY AVE,Fairview,490614.24579300004,5456750.256
19400,228270,Theft of Bicycle,2015,3,1,3,30,18XX E 11TH AVE,Kensington-Cedar Cottage,495064.782826,5456406.40388
19401,242499,Theft of Bicycle,2015,7,16,8,6,6XX W GEORGIA ST,Central Business District,491440.528549,5458826.0944
19402,227596,Theft of Bicycle,2015,8,16,18,0,17XX BEACH AVE,West End,489639.07147100003,5459330.2260300005
19403,242586,Theft of Bicycle,2015,3,25,8,15,70XX HEATHER ST,Oakridge,490982.860338,5452027.375990001
19404,241663,Theft of Bicycle,2015,5,28,23,0,6XX CITADEL PRDE,Central Business District,491918.163367,5458447.43342
19405,220752,Theft of Bicycle,2015,7,2,14,2,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
19406,242519,Theft of Bicycle,2015,8,17,17,45,6XX W HASTINGS ST,Central Business District,491743.382829,5459163.39946
19407,227552,Theft of Bicycle,2015,5,21,6,51,17XX BAYSWATER ST,Kitsilano,487555.450213,5457557.72705
19408,227595,Theft of Bicycle,2015,8,7,16,5,17XX BEACH AVE,West End,489639.07147100003,5459330.2260300005
19409,227333,Theft of Bicycle,2015,2,2,7,0,16XX VENABLES ST,Grandview-Woodland,494808.831292,5458211.9787
19410,242964,Theft of Bicycle,2015,6,4,8,0,7XX E 31ST AVE,Kensington-Cedar Cottage,493548.957128,5454430.227969999
19411,242814,Theft of Bicycle,2015,5,13,21,0,7XX CARDERO ST,West End,490398.473312,5459663.43386
19412,241662,Theft of Bicycle,2015,5,11,20,30,6XX CITADEL PRDE,Central Business District,491918.163367,5458447.43342
19413,250966,Theft of Bicycle,2015,5,27,9,0,W CORDOVA ST / WATER ST,Central Business District,491933.461979,5459112.15433
19414,241982,Theft of Bicycle,2015,6,2,16,30,6XX HOWE ST,Central Business District,491375.77764,5458984.76392
19415,241877,Theft of Bicycle,2015,8,29,11,35,6XX EXPO BLVD,Central Business District,492080.57730500004,5458435.47673
19416,220892,Theft of Bicycle,2015,8,11,10,0,10XX DUNSMUIR ST,Central Business District,491309.11103900004,5459212.69905
19417,241983,Theft of Bicycle,2015,8,20,13,23,6XX HOWE ST,Central Business District,491460.85099099996,5459055.13431
19418,250763,Theft of Bicycle,2015,9,9,23,30,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
19419,227234,Theft of Bicycle,2015,1,23,17,0,16XX NELSON ST,West End,490088.601415,5459469.03558
19420,227809,Theft of Bicycle,2015,9,29,19,0,17XX E BROADWAY AVE,Grandview-Woodland,494964.11811499996,5456624.31139
19421,242853,Theft of Bicycle,2015,10,23,6,20,7XX DRAKE ST,Central Business District,490636.26586000004,5458219.93262
19422,241707,Theft of Bicycle,2015,6,23,7,20,6XX DENMAN ST,West End,490237.83248900005,5459963.42096
19423,228364,Theft of Bicycle,2015,6,21,12,0,18XX E HASTINGS ST,Grandview-Woodland,495213.77545699995,5458724.4603699995
19424,228101,Theft of Bicycle,2015,11,28,7,30,17XX W BROADWAY AVE,Fairview,489510.197996,5456773.40059
19425,227655,Theft of Bicycle,2015,7,22,19,0,17XX COLUMBIA ST,Mount Pleasant,492045.63846099994,5457490.58232
19426,228363,Theft of Bicycle,2015,5,18,13,0,18XX E HASTINGS ST,Grandview-Woodland,495188.372954,5458724.89451
19427,227654,Theft of Bicycle,2015,1,22,19,0,17XX COLUMBIA ST,Mount Pleasant,492045.63846099994,5457490.58232
19428,242864,Theft of Bicycle,2015,10,13,12,0,7XX DRAKE ST,Central Business District,490686.223534,5458170.71022
19429,242772,Theft of Bicycle,2015,8,11,14,0,7XX BEATTY ST,Central Business District,491731.715104,5458335.396919999
19430,241852,Theft of Bicycle,2015,5,19,16,40,6XX E HASTINGS ST,Strathcona,493354.77006999997,5458724.23373
19431,241419,Theft of Bicycle,2015,12,8,23,0,69XX BROOKS ST,Killarney,497426.531962,5451942.38237
19432,227151,Theft of Bicycle,2015,4,23,14,30,16XX MANITOBA ST,Mount Pleasant,492238.255792,5457561.08285
19433,227152,Theft of Bicycle,2015,5,2,15,45,16XX MANITOBA ST,Mount Pleasant,492238.255792,5457561.08285
19434,241421,Theft of Bicycle,2015,5,21,22,0,69XX DUMFRIES ST,Victoria-Fraserview,494557.05069799995,5452070.89641
19435,220524,Theft of Bicycle,2015,5,10,14,49,10XX BEACH AVE,Central Business District,490269.909959,5458141.1263
19436,227656,Theft of Bicycle,2015,8,28,9,55,17XX COLUMBIA ST,Mount Pleasant,492045.63846099994,5457490.58232
19437,227246,Theft of Bicycle,2015,8,28,0,0,16XX ONTARIO ST,Mount Pleasant,492385.49182399997,5457551.94786
19438,228357,Theft of Bicycle,2015,1,30,22,54,18XX E HASTINGS ST,Grandview-Woodland,495079.34882700007,5458717.612430001
19439,227838,Theft of Bicycle,2015,5,29,19,56,17XX E GEORGIA ST,Grandview-Woodland,494981.369122,5458419.28581
19440,220378,Theft of Bicycle,2015,7,17,13,23,10XX BARCLAY ST,West End,490900.71882,5458803.65615
19441,227634,Theft of Bicycle,2015,6,23,18,0,17XX BEACH AVE,West End,489650.24052399996,5459342.81834
19442,220379,Theft of Bicycle,2015,8,3,0,14,10XX BARCLAY ST,West End,490900.71882,5458803.65615
19443,228230,Theft of Bicycle,2015,4,10,17,0,18XX CORNWALL AVE,Kitsilano,489305.89626300003,5457750.693659999
19444,228231,Theft of Bicycle,2015,8,21,9,0,18XX CORNWALL AVE,Kitsilano,489305.89626300003,5457750.693659999
19445,243081,Theft of Bicycle,2015,10,2,23,50,7XX HAMILTON ST,Central Business District,491587.110733,5458474.38704
19446,228171,Theft of Bicycle,2015,2,17,17,0,18XX ALBERNI ST,West End,490208.044126,5459959.39592
19447,220571,Theft of Bicycle,2015,5,15,11,0,10XX BURNABY ST,West End,490517.184621,5458421.70559
19448,243080,Theft of Bicycle,2015,7,16,18,36,7XX HAMILTON ST,Central Business District,491587.110733,5458474.38704
19449,228239,Theft of Bicycle,2015,8,5,4,55,18XX CROWE ST,Mount Pleasant,491835.22148500005,5457366.10115
19450,241572,Theft of Bicycle,2015,8,5,14,0,6XX BURRARD ST,Central Business District,491278.711,5459163.33879
19451,250801,Theft of Bicycle,2015,4,18,23,34,THURLOW ST / W CORDOVA ST,Central Business District,491334.263994,5459516.07234
19452,227563,Theft of Bicycle,2015,7,5,13,10,17XX BEACH AVE,West End,489616.238191,5459110.34705
19453,227657,Theft of Bicycle,2015,10,5,23,30,17XX COLUMBIA ST,Mount Pleasant,492045.63846099994,5457490.58232
19454,251040,Theft of Bicycle,2015,11,6,20,20,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
19455,241404,Theft of Bicycle,2015,12,7,15,0,67XX ROSS ST,Sunset,493959.20338500006,5452245.950680001
19456,220370,Theft of Bicycle,2015,2,4,22,0,10XX BARCLAY ST,West End,490848.239991,5458858.33218
19457,241950,Theft of Bicycle,2015,3,4,17,0,6XX HAMILTON ST,Central Business District,491755.718373,5458641.815359999
19458,220371,Theft of Bicycle,2015,6,20,19,0,10XX BARCLAY ST,West End,490863.98363999993,5458841.92937
19459,243126,Theft of Bicycle,2015,6,2,20,13,7XX HORNBY ST,Central Business District,491171.988195,5458918.15377
19460,242762,Theft of Bicycle,2015,1,1,22,0,7X W HASTINGS ST,Central Business District,492259.036767,5458790.564130001
19461,251039,Theft of Bicycle,2015,10,22,19,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
19462,227823,Theft of Bicycle,2015,6,10,10,0,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.20611599996,5456613.97425
19463,243125,Theft of Bicycle,2015,5,31,18,43,7XX HORNBY ST,Central Business District,491171.988195,5458918.15377
19464,227912,Theft of Bicycle,2015,12,21,20,0,17XX NELSON ST,West End,489957.99111099995,5459602.18003
19465,242646,Theft of Bicycle,2015,4,24,9,5,73XX BRANDYWINE PL,Killarney,497849.760251,5451565.93901
19466,241953,Theft of Bicycle,2015,4,30,18,30,6XX HAMILTON ST,Central Business District,491814.201139,5458700.67772
19467,243124,Theft of Bicycle,2015,5,31,14,0,7XX HORNBY ST,Central Business District,491171.988195,5458918.15377
19468,242923,Theft of Bicycle,2015,9,28,20,0,7XX E 15TH AVE,Mount Pleasant,493564.039468,5456048.1127
19469,241957,Theft of Bicycle,2015,1,14,10,32,6XX HAWKS AVE,Strathcona,493658.861986,5458486.27571
19470,242940,Theft of Bicycle,2015,2,18,20,0,7XX E 20TH AVE,Kensington-Cedar Cottage,493488.005155,5455557.07307
19471,227824,Theft of Bicycle,2015,6,27,18,0,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.20611599996,5456613.97425
19472,227825,Theft of Bicycle,2015,10,7,14,50,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.20611599996,5456613.97425
19473,227142,Theft of Bicycle,2015,12,4,20,0,16XX MAIN ST,Strathcona,492713.689999,5457637.42459
19474,242092,Theft of Bicycle,2015,6,12,17,13,6XX ROBSON ST,Central Business District,491347.494595,5458675.51426
19475,227398,Theft of Bicycle,2015,8,7,8,30,16XX W 2ND AVE,Fairview,489606.106868,5457447.61642
19476,241602,Theft of Bicycle,2015,8,17,13,0,6XX BURRARD ST,Central Business District,491291.275404,5459190.58034
19477,250587,Theft of Bicycle,2015,8,2,0,0,POWELL ST / WATER ST,Central Business District,492436.23560699995,5458962.4705300005
19478,242398,Theft of Bicycle,2015,6,25,7,0,6XX W 7TH AVE,Fairview,491409.017199,5456929.54848
19479,250503,Theft of Bicycle,2015,10,4,14,20,OAK ST / W 41ST AVE,Oakridge,490675.95911899995,5453464.4225699995
19480,227270,Theft of Bicycle,2015,9,24,0,0,16XX QUEBEC ST,Mount Pleasant,492562.18516800005,5457582.07061
19481,227998,Theft of Bicycle,2015,1,10,12,0,17XX W 11TH AVE,Fairview,489509.32440200006,5456563.150769999
19482,243097,Theft of Bicycle,2015,4,23,17,0,7XX HAMILTON ST,Central Business District,491686.992379,5458572.77611
19483,242400,Theft of Bicycle,2015,7,18,19,0,6XX W 7TH AVE,Fairview,491446.63626000006,5456919.13235
19484,220888,Theft of Bicycle,2015,5,2,11,30,10XX DUNSMUIR ST,Central Business District,491238.73261899996,5459258.69281
19485,243079,Theft of Bicycle,2015,6,14,20,0,7XX HAMILTON ST,Central Business District,491587.110733,5458474.38704
19486,243078,Theft of Bicycle,2015,5,28,18,0,7XX HAMILTON ST,Central Business District,491587.110733,5458474.38704
19487,227279,Theft of Bicycle,2015,9,18,9,0,16XX QUEBEC ST,Mount Pleasant,492567.90345200006,5457598.43996
19488,228249,Theft of Bicycle,2015,6,9,17,35,18XX CROWE ST,Mount Pleasant,491845.38554799993,5457336.09107
19489,227244,Theft of Bicycle,2015,8,15,19,0,16XX ONTARIO ST,Mount Pleasant,492385.49182399997,5457551.94786
19490,242787,Theft of Bicycle,2015,9,12,12,0,7XX BEATTY ST,Central Business District,491832.340624,5458436.01562
19491,220479,Theft of Bicycle,2015,4,12,14,32,10XX BEACH AVE,West End,490227.22245500004,5458210.37851
19492,250722,Theft of Bicycle,2015,7,29,10,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.015587,5458550.531690001
19493,241468,Theft of Bicycle,2015,9,12,12,0,6X W CORDOVA ST,Central Business District,492294.993637,5458890.28065
19494,241469,Theft of Bicycle,2015,10,20,19,0,6X W CORDOVA ST,Central Business District,492294.993637,5458890.28065
19495,251145,Theft of Bicycle,2015,8,5,21,0,X KINGSWAY AVE,Mount Pleasant,492670.49070200004,5456861.270380001
19496,241470,Theft of Bicycle,2015,10,29,18,30,6X W CORDOVA ST,Central Business District,492294.993637,5458890.28065
19497,220433,Theft of Bicycle,2015,5,7,18,0,10XX BEACH AVE,West End,490197.47849799995,5458239.42115
19498,227562,Theft of Bicycle,2015,6,28,3,30,17XX BEACH AVE,West End,489616.238191,5459110.34705
19499,220434,Theft of Bicycle,2015,5,11,18,30,10XX BEACH AVE,West End,490197.47849799995,5458239.42115
19500,227237,Theft of Bicycle,2015,8,18,18,0,16XX NELSON ST,West End,490092.81945,5459451.9609
19501,250927,Theft of Bicycle,2015,9,6,18,0,W 5TH AVE / YEW ST,Kitsilano,488710.26321099995,5457181.38549
19502,227860,Theft of Bicycle,2015,3,16,13,30,17XX FRANCES ST,Grandview-Woodland,494977.01478699996,5458509.42051
19503,250652,Theft of Bicycle,2015,10,22,17,15,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
19504,250651,Theft of Bicycle,2015,9,8,15,24,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
19505,228128,Theft of Bicycle,2015,5,17,8,0,17XX W GEORGIA ST,West End,490279.53125600005,5459985.82361
19506,220435,Theft of Bicycle,2015,6,8,17,10,10XX BEACH AVE,West End,490197.47849799995,5458239.42115
19507,241560,Theft of Bicycle,2015,12,1,10,54,6XX BUCKETWHEEL AVE,Fairview,491424.251182,5457245.751759999
19508,250650,Theft of Bicycle,2015,8,21,12,30,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
19509,242060,Theft of Bicycle,2015,7,24,19,30,6XX PIPELINE RD,Stanley Park,490124.341725,5460769.38756
19510,220436,Theft of Bicycle,2015,6,15,19,30,10XX BEACH AVE,West End,490197.47849799995,5458239.42115
19511,227867,Theft of Bicycle,2015,6,27,14,0,17XX GRANT ST,Grandview-Woodland,494950.64192299993,5457622.29717
19512,220928,Theft of Bicycle,2015,9,18,0,0,10XX E 7TH AVE,Mount Pleasant,493956.57709499996,5456834.197319999
19513,242056,Theft of Bicycle,2015,6,24,20,0,6XX PIPELINE RD,Stanley Park,490124.120067,5460757.99276
19514,242052,Theft of Bicycle,2015,11,9,18,0,6XX NICOLA ST,Central Business District,490610.24019,5459692.408890001
19515,242048,Theft of Bicycle,2015,7,22,15,0,6XX MOBERLY RD,Fairview,491448.900975,5457285.28483
19516,228307,Theft of Bicycle,2015,10,13,9,0,18XX E 41ST AVE,Victoria-Fraserview,495065.039996,5453305.68822
19517,250533,Theft of Bicycle,2015,8,18,20,14,ONTARIO ST / W 5TH AVE,Mount Pleasant,492379.01183000003,5457086.95429
19518,251115,Theft of Bicycle,2015,10,12,22,0,X E CORDOVA ST,Central Business District,492424.98633999994,5458861.33208
19519,241461,Theft of Bicycle,2015,4,7,18,30,6X W 28TH AVE,Riley Park,492258.350539,5454817.68363
19520,241720,Theft of Bicycle,2015,8,17,18,0,6XX DRAKE ST,Central Business District,490774.12032299995,5458083.099119999
19521,242634,Theft of Bicycle,2015,8,4,14,58,72XX CAMBIE ST,Oakridge,491484.00898199994,5451881.36279
19522,250511,Theft of Bicycle,2015,6,28,2,0,OAK ST / W BROADWAY AVE,Fairview,490787.681788,5456745.81618
19523,241721,Theft of Bicycle,2015,9,15,12,0,6XX DRAKE ST,Central Business District,490774.12032299995,5458083.099119999
19524,227245,Theft of Bicycle,2015,8,18,12,0,16XX ONTARIO ST,Mount Pleasant,492385.49182399997,5457551.94786
19525,227989,Theft of Bicycle,2015,4,27,17,30,17XX W 10TH AVE,Fairview,489475.413099,5456668.70617
19526,242776,Theft of Bicycle,2015,10,2,9,0,7XX BEATTY ST,Central Business District,491740.862883,5458344.54407
19527,251146,Theft of Bicycle,2015,12,9,17,0,X KINGSWAY AVE,Mount Pleasant,492670.49070200004,5456861.270380001
19528,220482,Theft of Bicycle,2015,9,21,19,0,10XX BEACH AVE,West End,490227.22245500004,5458210.37851
19529,241860,Theft of Bicycle,2015,12,9,6,45,6XX EVANS AVE,Strathcona,493380.47763000004,5457740.44702
19530,250609,Theft of Bicycle,2015,8,1,17,30,RICHARDS ST / W CORDOVA ST,Central Business District,491933.461979,5459112.15433
19531,242629,Theft of Bicycle,2015,5,28,12,0,72XX ASH CRES,Oakridge,491231.353303,5451891.44783
19532,241566,Theft of Bicycle,2015,2,21,13,30,6XX BURRARD ST,Central Business District,491220.670755,5459102.24418
19533,227372,Theft of Bicycle,2015,11,26,21,0,16XX W 13TH AVE,Fairview,489693.69039799995,5456349.06002
19534,227983,Theft of Bicycle,2015,5,26,23,0,17XX VENABLES ST,Grandview-Woodland,495039.24534799997,5458207.61056
19535,220481,Theft of Bicycle,2015,8,23,7,1,10XX BEACH AVE,West End,490227.22245500004,5458210.37851
19536,242424,Theft of Bicycle,2015,9,1,11,15,6XX W BROADWAY AVE,Fairview,491441.120537,5456732.21303
19537,250653,Theft of Bicycle,2015,11,18,22,52,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
19538,227158,Theft of Bicycle,2015,4,27,16,50,16XX MANITOBA ST,Mount Pleasant,492238.30334399996,5457573.95703
19539,242624,Theft of Bicycle,2015,10,25,23,0,71XX TISDALL ST,Oakridge,491197.37158999994,5452045.230909999
