TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,LAT,LON,DATETIME
Theft of Bicycle,2015,4,17,0,0,19XX W 12TH AVE,Kitsilano,49.26094854774202,-123.14915895482487,2015-04-17 00:00:00
Theft of Bicycle,2015,4,17,8,0,11XX W HASTINGS ST,Central Business District,49.288619885052135,-123.1219725446037,2015-04-17 08:00:00
Theft of Bicycle,2015,4,17,16,0,15XX JOHNSTON ST,Fairview,49.27176036061041,-123.13472618110964,2015-04-17 16:00:00
Theft of Bicycle,2015,4,17,16,0,22XX COLLINGWOOD ST,Kitsilano,49.26641830050671,-123.18184858400197,2015-04-17 16:00:00
Theft of Bicycle,2015,4,17,18,15,ABBOTT ST / W CORDOVA ST,Central Business District,49.28292789817193,-123.1067940000558,2015-04-17 18:15:00
Theft of Bicycle,2015,4,17,18,15,16XX JOHNSTON ST,Fairview,49.27257440953213,-123.13575335048141,2015-04-17 18:15:00
Theft of Bicycle,2015,4,17,19,0,DUNSMUIR ST / SEYMOUR ST,Central Business District,49.28298429813097,-123.11539670006326,2015-04-17 19:00:00
Theft of Bicycle,2015,4,17,23,0,57XX STIRLING ST,Victoria-Fraserview,49.23246855777636,-123.06039553348515,2015-04-17 23:00:00
Theft of Bicycle,2015,4,18,0,0,18XX W 1ST AVE,Kitsilano,49.27062864998785,-123.14570534154633,2015-04-18 00:00:00
Theft of Bicycle,2015,4,18,3,0,CYPRESS ST / W 4TH AVE,Kitsilano,49.26804519817318,-123.14797770015095,2015-04-18 03:00:00
Theft of Bicycle,2015,4,18,4,0,19XX QUILCHENA CRES,Arbutus Ridge,49.24118291262099,-123.15117152065986,2015-04-18 04:00:00
Theft of Bicycle,2015,4,18,6,22,21XX W 5TH AVE,Kitsilano,49.26721349049397,-123.15315242453195,2015-04-18 06:22:00
Theft of Bicycle,2015,4,18,10,0,14XX ANDERSON ST,Fairview,49.27186596032327,-123.1350876669983,2015-04-18 10:00:00
Theft of Bicycle,2015,4,18,15,0,6XX E CORDOVA ST,Strathcona,49.28214707156659,-123.08994253238401,2015-04-18 15:00:00
Theft of Bicycle,2015,4,18,20,36,10XX STATION ST,Strathcona,49.27543475517109,-123.09913876427693,2015-04-18 20:36:00
Theft of Bicycle,2015,4,18,23,34,THURLOW ST / W CORDOVA ST,Central Business District,49.28833339813347,-123.1191668000794,2015-04-18 23:34:00
Theft of Bicycle,2015,4,19,0,0,16XX HARO ST,West End,49.28925307432694,-123.13418875489839,2015-04-19 00:00:00
Theft of Bicycle,2015,4,19,10,14,16XX JOHNSTON ST,Fairview,49.27257440953213,-123.13575335048141,2015-04-19 10:14:00
Theft of Bicycle,2015,4,19,12,0,22XX CAMBIE ST,Mount Pleasant,49.26498555551683,-123.11467891762311,2015-04-19 12:00:00
Theft of Bicycle,2015,4,19,15,0,15XX OLD BRIDGE ST,Fairview,49.26988814089359,-123.13538201003007,2015-04-19 15:00:00
Theft of Bicycle,2015,4,19,16,0,16XX DURANLEAU ST,Fairview,49.272584891055764,-123.13599793040018,2015-04-19 16:00:00
Theft of Bicycle,2015,4,19,22,0,1XX W CORDOVA ST,Central Business District,49.28296467594204,-123.10725385853586,2015-04-19 22:00:00
Theft of Bicycle,2015,4,19,22,15,21XX W BROADWAY AVE,Kitsilano,49.263800357300624,-123.15414189536169,2015-04-19 22:15:00
Theft of Bicycle,2015,4,20,18,30,3XX W 4TH AVE,Mount Pleasant,49.26743516912841,-123.11105547346745,2015-04-20 18:30:00
Theft of Bicycle,2015,4,20,21,6,11XX E BROADWAY AVE,Mount Pleasant,49.262456767828006,-123.08027652162487,2015-04-20 21:06:00
Theft of Bicycle,2015,4,20,21,23,2XX W PENDER ST,Central Business District,49.28181581095508,-123.11056305214325,2015-04-20 21:23:00
Theft of Bicycle,2015,4,21,7,0,51XX WALES ST,Renfrew-Collingwood,49.237590502466766,-123.0518047172752,2015-04-21 07:00:00
Theft of Bicycle,2015,4,21,11,30,3XX W GEORGIA ST,Central Business District,49.28023389126564,-123.11478463074529,2015-04-21 11:30:00
Theft of Bicycle,2015,4,21,12,0,20XX CORNWALL AVE,Kitsilano,49.27249794948222,-123.1519221404809,2015-04-21 12:00:00
Theft of Bicycle,2015,4,22,18,30,16XX JOHNSTON ST,Fairview,49.27257440953213,-123.13575335048141,2015-04-22 18:30:00
Theft of Bicycle,2015,4,23,9,0,5X W 8TH AVE,Mount Pleasant,49.263826683953155,-123.10591601533652,2015-04-23 09:00:00
Theft of Bicycle,2015,4,23,12,0,48XX KILLARNEY ST,Renfrew-Collingwood,49.24061668956177,-123.04196062073125,2015-04-23 12:00:00
Theft of Bicycle,2015,4,23,14,30,16XX MANITOBA ST,Mount Pleasant,49.27076009974355,-123.10669764434552,2015-04-23 14:30:00
Theft of Bicycle,2015,4,23,15,0,27XX GUELPH ST,Mount Pleasant,49.260298816333055,-123.09491534780595,2015-04-23 15:00:00
Theft of Bicycle,2015,4,23,17,0,7XX HAMILTON ST,Central Business District,49.279853203835295,-123.11429665552377,2015-04-23 17:00:00
Theft of Bicycle,2015,4,23,20,0,14XX QUEBEC ST,Mount Pleasant,49.27232592488079,-123.10191708634835,2015-04-23 20:00:00
Theft of Bicycle,2015,4,24,9,5,73XX BRANDYWINE PL,Killarney,49.21687786433325,-123.0295263539809,2015-04-24 09:05:00
Theft of Bicycle,2015,4,24,10,6,6XX CAMBIE ST,Central Business District,49.2799440688542,-123.11244660808603,2015-04-24 10:06:00
Theft of Bicycle,2015,4,24,16,45,7XX UNION ST,Strathcona,49.27751604595352,-123.08920181395887,2015-04-24 16:45:00
Theft of Bicycle,2015,4,24,18,0,16XX YEW ST,Kitsilano,49.2716463392946,-123.15507556182645,2015-04-24 18:00:00
Theft of Bicycle,2015,4,24,18,0,50XX JOYCE ST,Renfrew-Collingwood,49.238273135338616,-123.0318920724948,2015-04-24 18:00:00
Theft of Bicycle,2015,4,24,19,45,16XX HARO ST,West End,49.28910159827028,-123.13379152604064,2015-04-24 19:45:00
Theft of Bicycle,2015,4,24,22,0,11XX W HASTINGS ST,Central Business District,49.2882786393475,-123.1207496293191,2015-04-24 22:00:00
Theft of Bicycle,2015,4,25,9,0,12XX MARINASIDE CRES,Central Business District,49.27231950661428,-123.12094109033862,2015-04-25 09:00:00
Theft of Bicycle,2015,4,25,10,0,W BROADWAY AVE / YUKON ST,Mount Pleasant,49.26317969817158,-123.11289160005673,2015-04-25 10:00:00
Theft of Bicycle,2015,4,25,17,30,16XX E 13TH AVE,Kensington-Cedar Cottage,49.258656312653635,-123.07123945861198,2015-04-25 17:30:00
Theft of Bicycle,2015,4,26,1,0,14XX W 6TH AVE,Fairview,49.266118260618555,-123.13680263854583,2015-04-26 01:00:00
Theft of Bicycle,2015,4,26,6,15,9XX BEATTY ST,Central Business District,49.27620705999667,-123.11599436751267,2015-04-26 06:15:00
Theft of Bicycle,2015,4,26,6,43,14XX W 54TH AVE,Oakridge,49.22173944377025,-123.13959261817965,2015-04-26 06:43:00
Theft of Bicycle,2015,4,26,11,45,1XX E 8TH AVE,Mount Pleasant,49.2637618207486,-123.1022748030605,2015-04-26 11:45:00
Theft of Bicycle,2015,4,26,14,18,14XX CARTWRIGHT ST,Fairview,49.2701030238608,-123.13524180861195,2015-04-26 14:18:00
Theft of Bicycle,2015,4,26,17,0,DUNSMUIR ST / GRANVILLE ST,Central Business District,49.283633098139966,-123.11638710006369,2015-04-26 17:00:00
Theft of Bicycle,2015,4,26,17,20,22XX LARCH ST,Kitsilano,49.266263746682746,-123.16240102031894,2015-04-26 17:20:00
Theft of Bicycle,2015,4,26,20,0,5XX ALEXANDER ST,Strathcona,49.283945387771006,-123.09321048512676,2015-04-26 20:00:00
Theft of Bicycle,2015,4,26,22,0,5XX BEATTY ST,Central Business District,49.28026027511304,-123.10981635299605,2015-04-26 22:00:00
Theft of Bicycle,2015,4,27,9,0,1XX W 4TH AVE,Mount Pleasant,49.26747690566926,-123.10844030002276,2015-04-27 09:00:00
Theft of Bicycle,2015,4,27,11,0,8XX E 10TH AVE,Mount Pleasant,49.261519763428176,-123.08709532021275,2015-04-27 11:00:00
Theft of Bicycle,2015,4,27,16,30,3X W HASTINGS ST,Central Business District,49.281695589972905,-123.1052959443366,2015-04-27 16:30:00
Theft of Bicycle,2015,4,27,16,42,9XX EXPO BLVD,Central Business District,49.27531798912469,-123.11546623595643,2015-04-27 16:42:00
Theft of Bicycle,2015,4,27,16,50,16XX MANITOBA ST,Mount Pleasant,49.270875905872494,-123.10669724041557,2015-04-27 16:50:00
Theft of Bicycle,2015,4,27,17,30,17XX W 10TH AVE,Fairview,49.26269170627616,-123.14465377743709,2015-04-27 17:30:00
Theft of Bicycle,2015,4,27,17,45,10XX BEACH AVE,West End,49.2768325520179,-123.13476795593532,2015-04-27 17:45:00
Theft of Bicycle,2015,4,27,18,0,17XX W 14TH AVE,Fairview,49.259063361117924,-123.14485726961334,2015-04-27 18:00:00
Theft of Bicycle,2015,4,27,20,30,21XX YORK AVE,Kitsilano,49.2717084172096,-123.15371317678016,2015-04-27 20:30:00
Theft of Bicycle,2015,4,28,0,1,NELSON ST / NICOLA ST,West End,49.28654859820587,-123.13431010010302,2015-04-28 00:01:00
Theft of Bicycle,2015,4,28,5,0,8XX E 14TH AVE,Mount Pleasant,49.257839440942114,-123.08619418598909,2015-04-28 05:00:00
Theft of Bicycle,2015,4,28,11,15,2XX W PENDER ST,Central Business District,49.281559172641174,-123.11015433480637,2015-04-28 11:15:00
Theft of Bicycle,2015,4,28,19,0,BUTE ST / ROBSON ST,West End,49.28597309814047,-123.12695810009622,2015-04-28 19:00:00
Theft of Bicycle,2015,4,28,20,15,7XX PACIFIC BLVD,Central Business District,49.27626699398496,-123.10990440617873,2015-04-28 20:15:00
Theft of Bicycle,2015,4,28,20,45,5X ATHLETES WAY,Mount Pleasant,49.27156354883958,-123.10551202240642,2015-04-28 20:45:00
Theft of Bicycle,2015,4,28,22,0,2XX E 2ND AVE,Mount Pleasant,49.26815835308466,-123.09897336004853,2015-04-28 22:00:00
Theft of Bicycle,2015,4,29,2,17,DRAKE ST / HOWE ST,Central Business District,49.27675519821086,-123.12878650009246,2015-04-29 02:17:00
Theft of Bicycle,2015,4,29,8,0,32XX CAMBIE ST,Riley Park,49.256859526725044,-123.11499365381381,2015-04-29 08:00:00
Theft of Bicycle,2015,4,29,12,0,27XX GRANVILLE ST,Fairview,49.26124346859969,-123.13857356141335,2015-04-29 12:00:00
Theft of Bicycle,2015,4,29,12,30,E 8TH AVE / MAIN ST,Mount Pleasant,49.2636983981792,-123.1010268000398,2015-04-29 12:30:00
Theft of Bicycle,2015,4,29,12,55,57XX VINE ST,Kerrisdale,49.233812932458875,-123.159901296704,2015-04-29 12:55:00
Theft of Bicycle,2015,4,29,16,30,3XX SE MARINE DR,Sunset,49.210691993192256,-123.09920889056308,2015-04-29 16:30:00
Theft of Bicycle,2015,4,29,20,30,16XX GRAVELEY ST,Grandview-Woodland,49.27046966480851,-123.07146631713697,2015-04-29 20:30:00
Theft of Bicycle,2015,4,29,21,0,X ALEXANDER ST,Central Business District,49.283440020688204,-123.10396260793866,2015-04-29 21:00:00
Theft of Bicycle,2015,4,29,22,0,86XX SELKIRK ST,Marpole,49.20812541887025,-123.13336334436957,2015-04-29 22:00:00
Theft of Bicycle,2015,4,30,0,0,30XX HEATHER ST,Fairview,49.258467141279226,-123.12013122683435,2015-04-30 00:00:00
Theft of Bicycle,2015,4,30,8,0,21XX FIR ST,Fairview,49.26665654991524,-123.14085866742818,2015-04-30 08:00:00
Theft of Bicycle,2015,4,30,14,0,17XX QUEBEC ST,Mount Pleasant,49.269453921454364,-123.10277271203692,2015-04-30 14:00:00
Theft of Bicycle,2015,4,30,18,30,6XX HAMILTON ST,Central Business District,49.28100541606935,-123.11255026695328,2015-04-30 18:30:00
Theft of Bicycle,2015,4,30,20,0,ABBOTT ST / W CORDOVA ST,Central Business District,49.28292789817193,-123.1067940000558,2015-04-30 20:00:00
Theft of Bicycle,2015,5,1,1,36,6XX W WATERFRONT RD,Central Business District,49.28695314969958,-123.11191203989428,2015-05-01 01:36:00
Theft of Bicycle,2015,5,1,2,30,13XX HARO ST,West End,49.286364266692445,-123.12976491260228,2015-05-01 02:30:00
Theft of Bicycle,2015,5,1,12,0,GILFORD ST / PENDRELL ST,West End,49.28903439814314,-123.14232520013218,2015-05-01 12:00:00
Theft of Bicycle,2015,5,1,15,0,9XX E 16TH AVE,Mount Pleasant,49.256385050243445,-123.08466455029155,2015-05-01 15:00:00
Theft of Bicycle,2015,5,1,15,30,CAMBIE ST / W 7TH AVE,Fairview,49.26497089815249,-123.11486550007318,2015-05-01 15:30:00
Theft of Bicycle,2015,5,1,15,45,14XX W 5TH AVE,Fairview,49.26678609921336,-123.13693522245931,2015-05-01 15:45:00
Theft of Bicycle,2015,5,1,17,0,E PENDER ST / MAIN ST,Strathcona,49.28038129818143,-123.0996994000381,2015-05-01 17:00:00
Theft of Bicycle,2015,5,1,21,0,CHARLES ST / COMMERCIAL DR,Grandview-Woodland,49.27303839812841,-123.06958240001896,2015-05-01 21:00:00
Theft of Bicycle,2015,5,1,22,43,15XX MAIN ST,Mount Pleasant,49.27164122882929,-123.1003818018526,2015-05-01 22:43:00
Theft of Bicycle,2015,5,1,23,0,9XX MAINLAND ST,Central Business District,49.27693750263937,-123.11863189830238,2015-05-01 23:00:00
Theft of Bicycle,2015,5,2,5,55,11XX W HASTINGS ST,Central Business District,49.288619885052135,-123.1219725446037,2015-05-02 05:55:00
Theft of Bicycle,2015,5,2,10,0,2XX W 4TH AVE,Mount Pleasant,49.267427764051995,-123.11059270787797,2015-05-02 10:00:00
Theft of Bicycle,2015,5,2,11,0,16XX JOHNSTON ST,Fairview,49.271925448001305,-123.13510702984583,2015-05-02 11:00:00
Theft of Bicycle,2015,5,2,11,30,10XX DUNSMUIR ST,Central Business District,49.28601686923596,-123.12047485494615,2015-05-02 11:30:00
Theft of Bicycle,2015,5,2,15,45,16XX MANITOBA ST,Mount Pleasant,49.27076009974355,-123.10669764434552,2015-05-02 15:45:00
Theft of Bicycle,2015,5,2,16,30,E HASTINGS ST / VICTORIA DR,Grandview-Woodland,49.28121179814506,-123.06557370000597,2015-05-02 16:30:00
Theft of Bicycle,2015,5,2,18,0,17XX BEACH AVE,West End,49.28663529372956,-123.14247334013534,2015-05-02 18:00:00
Theft of Bicycle,2015,5,2,19,0,3XX E 15TH AVE,Mount Pleasant,49.25741265737765,-123.09722678206217,2015-05-02 19:00:00
Theft of Bicycle,2015,5,2,19,30,10XX MARINASIDE CRES,Central Business District,49.27322459393114,-123.11624834680455,2015-05-02 19:30:00
Theft of Bicycle,2015,5,3,0,0,7XX MILLBANK ST,Fairview,49.26758300749253,-123.12026919630053,2015-05-03 00:00:00
Theft of Bicycle,2015,5,3,10,30,16XX JOHNSTON ST,Fairview,49.27257440953213,-123.13575335048141,2015-05-03 10:30:00
Theft of Bicycle,2015,5,3,12,0,16XX JOHNSTON ST,Fairview,49.27257440953213,-123.13575335048141,2015-05-03 12:00:00
Theft of Bicycle,2015,5,3,13,0,1X W 16TH AVE,Mount Pleasant,49.25668756130896,-123.10544215461957,2015-05-03 13:00:00
Theft of Bicycle,2015,5,3,16,30,11XX HAMILTON ST,Central Business District,49.27518583968928,-123.12210048583978,2015-05-03 16:30:00
Theft of Bicycle,2015,5,3,16,45,16XX JOHNSTON ST,Fairview,49.27257440953213,-123.13575335048141,2015-05-03 16:45:00
Theft of Bicycle,2015,5,3,17,18,14XX CARTWRIGHT ST,Fairview,49.27053008651632,-123.13598458387486,2015-05-03 17:18:00
Theft of Bicycle,2015,5,3,18,0,7XX JERVIS ST,West End,49.288087302994775,-123.12685793661475,2015-05-03 18:00:00
Theft of Bicycle,2015,5,3,20,0,1XX W 1ST AVE,Mount Pleasant,49.270185569883715,-123.10850670246458,2015-05-03 20:00:00
Theft of Bicycle,2015,5,3,22,0,6XX W 10TH AVE,Fairview,49.262242188280354,-123.11769002518241,2015-05-03 22:00:00
Theft of Bicycle,2015,5,4,0,0,8XX SMITHE ST,Central Business District,49.280984986037275,-123.12252688346263,2015-05-04 00:00:00
Theft of Bicycle,2015,5,4,2,25,21XX W 6TH AVE,Kitsilano,49.26637540273274,-123.153304344355,2015-05-04 02:25:00
Theft of Bicycle,2015,5,4,6,0,8XX W 12TH AVE,Fairview,49.260590060707386,-123.12323565779813,2015-05-04 06:00:00
Theft of Bicycle,2015,5,4,12,0,14XX ANDERSON ST,Fairview,49.27186596032327,-123.1350876669983,2015-05-04 12:00:00
Theft of Bicycle,2015,5,4,13,0,9XX BURRARD ST,West End,49.28172659006371,-123.12529852262075,2015-05-04 13:00:00
Theft of Bicycle,2015,5,4,13,30,X ATHLETES WAY,Mount Pleasant,49.271548604785416,-123.10466400263282,2015-05-04 13:30:00
Theft of Bicycle,2015,5,4,17,0,2XX E 4TH AVE,Mount Pleasant,49.267344529011474,-123.1000032816992,2015-05-04 17:00:00
Theft of Bicycle,2015,5,4,18,30,BUTE ST / W GEORGIA ST,West End,49.28713579819684,-123.12533020008651,2015-05-04 18:30:00
Theft of Bicycle,2015,5,4,22,0,21XX DUNBAR ST,Kitsilano,49.267520353186434,-123.18361627328181,2015-05-04 22:00:00
Theft of Bicycle,2015,5,5,0,0,22XX MCGILL ST,Grandview-Woodland,49.28846119662172,-123.05830398812468,2015-05-05 00:00:00
Theft of Bicycle,2015,5,5,0,1,54XX KNIGHT ST,Kensington-Cedar Cottage,49.23521148349267,-123.07704051061398,2015-05-05 00:01:00
Theft of Bicycle,2015,5,5,10,0,9XX EXPO BLVD,Central Business District,49.275449073262614,-123.11528483988786,2015-05-05 10:00:00
Theft of Bicycle,2015,5,5,18,30,5XX SHANGHAI ALLY,Central Business District,49.28033304731616,-123.10499249358362,2015-05-05 18:30:00
Theft of Bicycle,2015,5,5,18,45,4XX W BROADWAY AVE,Mount Pleasant,49.26314649326221,-123.113507204085,2015-05-05 18:45:00
Theft of Bicycle,2015,5,5,20,40,X E CORDOVA ST,Central Business District,49.2824584024736,-123.10415536236177,2015-05-05 20:40:00
Theft of Bicycle,2015,5,6,2,0,24XX YORK AVE,Kitsilano,49.27177844574022,-123.16153109451287,2015-05-06 02:00:00
Theft of Bicycle,2015,5,6,9,25,8XX CAMBIE ST,Central Business District,49.277209570811216,-123.11643203444076,2015-05-06 09:25:00
Theft of Bicycle,2015,5,6,12,0,DUNSMUIR ST / HAMILTON ST,Central Business District,49.28109209820198,-123.11250750006151,2015-05-06 12:00:00
Theft of Bicycle,2015,5,6,13,0,15XX COAL HARBOUR QUAY,Central Business District,49.29134456944901,-123.12774945214115,2015-05-06 13:00:00
Theft of Bicycle,2015,5,6,15,0,17XX E 22ND AVE,Kensington-Cedar Cottage,49.25028278962755,-123.06870813157872,2015-05-06 15:00:00
Theft of Bicycle,2015,5,6,18,30,9X E 2ND AVE,Mount Pleasant,49.26930861460913,-123.10284374306238,2015-05-06 18:30:00
Theft of Bicycle,2015,5,6,19,50,1XX WATER ST,Central Business District,49.283953374647936,-123.10701015272954,2015-05-06 19:50:00
Theft of Bicycle,2015,5,6,21,16,KEEFER ST / MAIN ST,Strathcona,49.2794824982097,-123.09973770004802,2015-05-06 21:16:00
Theft of Bicycle,2015,5,7,9,0,2XX GRANVILLE ST,Central Business District,49.28627861180504,-123.11229596823244,2015-05-07 09:00:00
Theft of Bicycle,2015,5,7,12,15,CAMBIE ST / W 8TH AVE,Fairview,49.26406609812618,-123.11488330007202,2015-05-07 12:15:00
Theft of Bicycle,2015,5,7,14,30,24XX E 24TH AVE,Renfrew-Collingwood,49.24877419246126,-123.05536026715126,2015-05-07 14:30:00
Theft of Bicycle,2015,5,7,15,0,16XX JOHNSTON ST,Fairview,49.27257440953213,-123.13575335048141,2015-05-07 15:00:00
Theft of Bicycle,2015,5,7,18,0,10XX BEACH AVE,West End,49.2768325520179,-123.13476795593532,2015-05-07 18:00:00
Theft of Bicycle,2015,5,7,18,30,10XX HARWOOD ST,West End,49.277946952109076,-123.13185462540035,2015-05-07 18:30:00
Theft of Bicycle,2015,5,7,19,0,E HASTINGS ST / NANAIMO ST,Grandview-Woodland,49.28116869819241,-123.05654419999998,2015-05-07 19:00:00
Theft of Bicycle,2015,5,7,19,30,1XX E 8TH AVE,Mount Pleasant,49.26375620069119,-123.10195994418174,2015-05-07 19:30:00
Theft of Bicycle,2015,5,7,21,30,25XX WATERLOO ST,Kitsilano,49.26382227919941,-123.17989747482817,2015-05-07 21:30:00
Theft of Bicycle,2015,5,7,23,0,1X W CORDOVA ST,Central Business District,49.2824609033136,-123.10464390751834,2015-05-07 23:00:00
Theft of Bicycle,2015,5,7,23,0,7XX E 6TH AVE,Mount Pleasant,49.26517104111863,-123.08798582639332,2015-05-07 23:00:00
Theft of Bicycle,2015,5,8,0,0,31XX W 4TH AVE,Kitsilano,49.2684147130204,-123.17480165654543,2015-05-08 00:00:00
Theft of Bicycle,2015,5,8,7,40,21XX W BROADWAY AVE,Kitsilano,49.263782076905976,-123.15305803947594,2015-05-08 07:40:00
Theft of Bicycle,2015,5,8,8,0,1XX W 1ST AVE,Mount Pleasant,49.270146223429656,-123.10698357352706,2015-05-08 08:00:00
Theft of Bicycle,2015,5,8,8,30,1XX E 8TH AVE,Mount Pleasant,49.263672105458795,-123.10185841821907,2015-05-08 08:30:00
Theft of Bicycle,2015,5,8,13,15,14XX ANDERSON ST,Fairview,49.27186596032327,-123.1350876669983,2015-05-08 13:15:00
Theft of Bicycle,2015,5,8,13,45,6XX STAMPS LAND,Fairview,49.268718357468494,-123.11820502239027,2015-05-08 13:45:00
Theft of Bicycle,2015,5,8,17,0,10XX RICHARDS ST,Central Business District,49.277443142938594,-123.12198979804118,2015-05-08 17:00:00
Theft of Bicycle,2015,5,8,17,30,13XX ARBUTUS ST,Kitsilano,49.27439908172639,-123.15259214511933,2015-05-08 17:30:00
Theft of Bicycle,2015,5,8,18,0,12XX COMOX ST,West End,49.28367648157337,-123.13207989812335,2015-05-08 18:00:00
Theft of Bicycle,2015,5,8,18,0,34XX E 49TH AVE,Killarney,49.224422347051856,-123.03039837398345,2015-05-08 18:00:00
Theft of Bicycle,2015,5,8,18,40,19XX BARCLAY ST,West End,49.29109812470949,-123.13924265057264,2015-05-08 18:40:00
Theft of Bicycle,2015,5,8,19,0,MANITOBA ST / W 18TH AVE,Riley Park,49.25470879819626,-123.10719930004846,2015-05-08 19:00:00
Theft of Bicycle,2015,5,8,20,0,20XX W 8TH AVE,Kitsilano,49.26478524199301,-123.15214811226308,2015-05-08 20:00:00
Theft of Bicycle,2015,5,9,0,0,HOWE ST / W GEORGIA ST,Central Business District,49.28313229820626,-123.11915330006941,2015-05-09 00:00:00
Theft of Bicycle,2015,5,9,20,15,5XX TAYLOR ST,Central Business District,49.28005419677732,-123.10580170547784,2015-05-09 20:15:00
Theft of Bicycle,2015,5,10,5,30,15XX W HASTINGS ST,Central Business District,49.29058560185768,-123.12865816431615,2015-05-10 05:30:00
Theft of Bicycle,2015,5,10,8,0,16XX MANITOBA ST,Mount Pleasant,49.27089887928146,-123.10657146047589,2015-05-10 08:00:00
Theft of Bicycle,2015,5,10,11,30,11XX W 13TH AVE,Fairview,49.259737488145895,-123.13065144461936,2015-05-10 11:30:00
Theft of Bicycle,2015,5,10,14,45,5XX W 8TH AVE,Fairview,49.26408901755542,-123.11523828189576,2015-05-10 14:45:00
Theft of Bicycle,2015,5,10,14,49,10XX BEACH AVE,Central Business District,49.27594953134508,-123.13376975856346,2015-05-10 14:49:00
Theft of Bicycle,2015,5,10,16,30,14XX CARTWRIGHT ST,Fairview,49.27053008651632,-123.13598458387486,2015-05-10 16:30:00
Theft of Bicycle,2015,5,10,20,0,16XX SALT ST,Mount Pleasant,49.27075708508916,-123.10602593283636,2015-05-10 20:00:00
Theft of Bicycle,2015,5,10,22,51,12XX COMOX ST,West End,49.28367648157337,-123.13207989812335,2015-05-10 22:51:00
Theft of Bicycle,2015,5,10,23,0,21XX E 28TH AVE,Kensington-Cedar Cottage,49.24584247889432,-123.06197029001163,2015-05-10 23:00:00
Theft of Bicycle,2015,5,11,10,0,GRANVILLE ST / W HASTINGS ST,Central Business District,49.285312598175935,-123.113845800061,2015-05-11 10:00:00
Theft of Bicycle,2015,5,11,13,0,8X W 1ST AVE,Mount Pleasant,49.27033232677681,-123.10623088694294,2015-05-11 13:00:00
Theft of Bicycle,2015,5,11,14,0,10XX PACIFIC ST,West End,49.277167125699826,-123.13264868382896,2015-05-11 14:00:00
Theft of Bicycle,2015,5,11,18,0,7XX DUNSMUIR ST,Central Business District,49.28363610832411,-123.11648070718442,2015-05-11 18:00:00
Theft of Bicycle,2015,5,11,18,0,8XX GRANVILLE ST,Central Business District,49.28128730748576,-123.11984951128036,2015-05-11 18:00:00
Theft of Bicycle,2015,5,11,18,30,10XX BEACH AVE,West End,49.2768325520179,-123.13476795593532,2015-05-11 18:30:00
Theft of Bicycle,2015,5,11,20,30,6XX CITADEL PRDE,Central Business District,49.27872882619048,-123.11111572798634,2015-05-11 20:30:00
Theft of Bicycle,2015,5,12,0,0,10XX W BROADWAY AVE,Fairview,49.263390547647994,-123.12822871756406,2015-05-12 00:00:00
Theft of Bicycle,2015,5,12,8,30,5XX E 41ST AVE,Sunset,49.23287468944864,-123.09372894819573,2015-05-12 08:30:00
Theft of Bicycle,2015,5,12,12,30,3XX W GEORGIA ST,Central Business District,49.28023389126564,-123.11478463074529,2015-05-12 12:30:00
Theft of Bicycle,2015,5,12,16,0,10XX PACIFIC ST,West End,49.277167125699826,-123.13264868382896,2015-05-12 16:00:00
Theft of Bicycle,2015,5,12,16,0,3XX W GEORGIA ST,Central Business District,49.28023389126564,-123.11478463074529,2015-05-12 16:00:00
Theft of Bicycle,2015,5,12,16,0,5XX BURRARD ST,Central Business District,49.286040534890084,-123.11861029217526,2015-05-12 16:00:00
Theft of Bicycle,2015,5,12,17,0,9XX BURRARD ST,Central Business District,49.2821784583318,-123.12440607717238,2015-05-12 17:00:00
Theft of Bicycle,2015,5,12,18,0,31XX W 4TH AVE,Kitsilano,49.268412030865576,-123.1744460099188,2015-05-12 18:00:00
Theft of Bicycle,2015,5,12,21,0,12XX NICOLA ST,West End,49.28358037750633,-123.13890026688497,2015-05-12 21:00:00
Theft of Bicycle,2015,5,12,22,30,22XX COMMERCIAL DR,Grandview-Woodland,49.26444793915837,-123.06968975783003,2015-05-12 22:30:00
Theft of Bicycle,2015,5,12,23,10,23XX LARCH ST,Kitsilano,49.26522365982656,-123.16230705111988,2015-05-12 23:10:00
Theft of Bicycle,2015,5,12,23,19,17XX MANITOBA ST,Mount Pleasant,49.269454489335864,-123.10669268741016,2015-05-12 23:19:00
Theft of Bicycle,2015,5,13,10,0,16XX DURANLEAU ST,Fairview,49.27194813790442,-123.13602087032478,2015-05-13 10:00:00
Theft of Bicycle,2015,5,13,11,0,17XX BARCLAY ST,West End,49.28964052008903,-123.13679156776715,2015-05-13 11:00:00
Theft of Bicycle,2015,5,13,15,50,BEGG ST / TERMINAL AVE,Strathcona,49.27058549816502,-123.0874815000265,2015-05-13 15:50:00
Theft of Bicycle,2015,5,13,19,0,7XX PACIFIC BLVD,Central Business District,49.27611295165821,-123.1104017016865,2015-05-13 19:00:00
Theft of Bicycle,2015,5,13,21,0,7XX CARDERO ST,West End,49.28964494853294,-123.13203882397285,2015-05-13 21:00:00
Theft of Bicycle,2015,5,13,21,45,2XX ABBOTT ST,Central Business District,49.28385731429368,-123.10636253793562,2015-05-13 21:45:00
