TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2014,4,20,7,0,40XX CAMBIE ST,South Cambie,491598.25629399996,5455174.036719999
Theft of Bicycle,2014,10,3,9,0,19XX HARO ST,West End,489875.67884899996,5459979.51159
Theft of Bicycle,2014,6,2,18,51,13XX SEYMOUR ST,Central Business District,490753.31981300004,5458060.92631
Theft of Bicycle,2014,8,19,0,0,13XX ROLSTON ST,Central Business District,490735.257053,5458092.40596
Theft of Bicycle,2014,10,15,4,0,9XX W 7TH AVE,Fairview,490935.69273,5456941.40421
Theft of Bicycle,2014,3,30,21,0,32XX ST CATHERINES ST,Kensington-Cedar Cottage,493769.114211,5455921.95598
Theft of Bicycle,2014,9,22,15,0,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.70476999995,5455098.125080001
Theft of Bicycle,2014,10,16,8,0,13XX THE CRESCENT CRES,Shaughnessy,490215.741051,5455962.84992
Theft of Bicycle,2014,8,8,22,30,9XX W 7TH AVE,Fairview,490843.877316,5456943.74614
Theft of Bicycle,2014,5,26,12,36,E HASTINGS ST / GORE AVE,Strathcona,492911.355271,5458733.336759999
Theft of Bicycle,2014,7,12,0,31,E HASTINGS ST / GORE AVE,Strathcona,492911.355271,5458733.336759999
Theft of Bicycle,2014,4,28,10,0,40XX MAIN ST,Riley Park,492640.17230200005,5455133.819080001
Theft of Bicycle,2014,9,12,15,36,E HASTINGS ST / GORE AVE,Strathcona,492911.355271,5458733.336759999
Theft of Bicycle,2014,6,10,21,0,32XX ST CATHERINES ST,Kensington-Cedar Cottage,493769.114211,5455921.95598
Theft of Bicycle,2014,7,15,13,0,13XX MAIN ST,Central Business District,492714.38628000004,5457808.24409
Theft of Bicycle,2014,10,18,2,0,11XX E HASTINGS ST,Strathcona,494193.604797,5458692.48219
Theft of Bicycle,2014,7,12,19,45,W 8TH AVE / YUKON ST,Mount Pleasant,491787.84771999996,5456800.17335
Theft of Bicycle,2014,7,11,19,0,13XX PACIFIC BLVD,Central Business District,491002.72401000006,5457849.57205
Theft of Bicycle,2014,8,31,20,0,13XX PACIFIC BLVD,Central Business District,491002.72401000006,5457849.57205
Theft of Bicycle,2014,6,15,19,0,E GEORGIA ST / JACKSON AVE,Strathcona,493195.84569399996,5458416.35171
Theft of Bicycle,2014,10,30,0,0,25XX E 12TH AVE,Renfrew-Collingwood,496041.242704,5456261.71655
Theft of Bicycle,2014,10,29,14,50,W BROADWAY AVE / YUKON ST,Mount Pleasant,491786.416965,5456719.02097
Theft of Bicycle,2014,5,2,12,30,20XX W 10TH AVE,Kitsilano,488907.561559,5456683.21399
Theft of Bicycle,2014,6,19,23,30,ABBOTT ST / EXPO BLVD,Central Business District,492170.87196099997,5458437.7708
Theft of Bicycle,2014,3,19,1,46,13XX PENDRELL ST,West End,490212.545393,5459039.86036
Theft of Bicycle,2014,4,8,21,30,9XX W GEORGIA ST,Central Business District,491259.22994799993,5459007.74643
Theft of Bicycle,2014,8,3,0,49,13XX PENDRELL ST,West End,490254.81296300003,5458984.46315
Theft of Bicycle,2014,8,3,0,10,17XX MAIN ST,Mount Pleasant,492664.78460600006,5457400.72097
Theft of Bicycle,2014,7,7,14,0,6XX MOBERLY RD,Fairview,491391.793055,5457132.85435
Theft of Bicycle,2014,10,4,14,30,9XX W HASTINGS ST,Central Business District,491566.931188,5459340.1101400005
Theft of Bicycle,2014,8,10,15,33,11XX E HASTINGS ST,Strathcona,494228.27656800003,5458709.95088
Theft of Bicycle,2014,1,23,18,0,9XX W HASTINGS ST,Central Business District,491566.931188,5459340.1101400005
Theft of Bicycle,2014,10,9,17,0,5XX TAYLOR ST,Central Business District,492304.877006,5458594.2212
Theft of Bicycle,2014,9,17,15,0,9XX W HASTINGS ST,Central Business District,491501.385561,5459388.08971
Theft of Bicycle,2014,9,8,20,0,5XX TAYLOR ST,Central Business District,492304.877006,5458594.2212
Theft of Bicycle,2014,9,15,9,0,E GEORGIA ST / MAIN ST,Strathcona,492743.24528900004,5458428.52552
Theft of Bicycle,2014,7,1,14,0,13XX MAIN ST,Central Business District,492714.38628000004,5457808.24409
Theft of Bicycle,2014,11,18,17,40,W CORDOVA ST / WATER ST,Central Business District,491933.461979,5459112.15433
Theft of Bicycle,2014,11,10,15,50,E CORDOVA ST / GORE AVE,Strathcona,492902.275226,5458837.771269999
Theft of Bicycle,2014,8,29,15,3,E BROADWAY AVE / FRASER ST,Mount Pleasant,493514.798388,5456639.148440001
Theft of Bicycle,2014,9,27,12,0,E BROADWAY AVE / FRASER ST,Mount Pleasant,493514.798388,5456639.148440001
Theft of Bicycle,2014,10,4,11,0,E BROADWAY AVE / GUELPH ST,Mount Pleasant,493091.479237,5456643.77702
Theft of Bicycle,2014,1,19,0,0,6XX GREAT NORTHERN WAY,Strathcona,493480.61841800006,5457121.011609999
Theft of Bicycle,2014,7,5,14,0,6XX GREAT NORTHERN WAY,Strathcona,493480.61841800006,5457121.011609999
Theft of Bicycle,2014,8,18,0,0,25XX BURRARD ST,Kitsilano,489390.540447,5456772.10608
Theft of Bicycle,2014,9,28,16,0,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492749.521013,5456683.80486
Theft of Bicycle,2014,9,17,0,0,32XX W 6TH AVE,Kitsilano,487193.043725,5457121.206119999
Theft of Bicycle,2014,9,17,16,15,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2014,12,31,15,45,ALBERNI ST / BURRARD ST,West End,491151.76550100005,5459036.22647
Theft of Bicycle,2014,7,30,1,32,25XX CAMBIE ST,Mount Pleasant,491653.374462,5456716.31108
Theft of Bicycle,2014,3,7,11,0,13XX JOHNSTON ST,Fairview,490270.89745600004,5457590.19192
Theft of Bicycle,2014,4,11,11,55,13XX JOHNSTON ST,Fairview,490270.89745600004,5457590.19192
Theft of Bicycle,2014,6,7,13,0,13XX JOHNSTON ST,Fairview,490270.89745600004,5457590.19192
Theft of Bicycle,2014,6,17,13,0,13XX JOHNSTON ST,Fairview,490270.89745600004,5457590.19192
Theft of Bicycle,2014,9,9,13,0,13XX JOHNSTON ST,Fairview,490270.89745600004,5457590.19192
Theft of Bicycle,2014,6,6,19,13,6XX HELMCKEN ST,Central Business District,491002.006285,5458316.32097
Theft of Bicycle,2014,8,2,0,1,6XX HELMCKEN ST,Central Business District,491002.006285,5458316.32097
Theft of Bicycle,2014,7,21,9,0,ALBERNI ST / BURRARD ST,West End,491151.76550100005,5459036.22647
Theft of Bicycle,2014,4,22,2,42,ADANAC ST / CLARK DR,Grandview-Woodland,494381.45579300006,5458326.431580001
Theft of Bicycle,2014,9,2,19,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2014,7,4,18,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2014,11,8,18,20,ALEXANDER ST / WATER ST,Central Business District,492436.23560699995,5458962.4705300005
Theft of Bicycle,2014,10,13,5,44,13XX HORNBY ST,Central Business District,490561.758983,5458287.72606
Theft of Bicycle,2014,9,2,0,0,6XX GRANVILLE ST,Central Business District,491520.776148,5458971.80495
Theft of Bicycle,2014,8,31,18,30,20XX W 6TH AVE,Kitsilano,488937.52294700005,5457077.300530001
Theft of Bicycle,2014,11,11,7,0,17XX QUEBEC ST,Mount Pleasant,492523.578454,5457415.4789
Theft of Bicycle,2014,10,31,16,35,17XX POWELL ST,Grandview-Woodland,494890.322663,5459021.1374699995
Theft of Bicycle,2014,5,22,18,0,ALEXANDER ST / MAIN ST,Strathcona,492764.442474,5459043.89503
Theft of Bicycle,2014,5,17,8,53,ALEXANDER ST / MAIN ST,Strathcona,492764.442474,5459043.89503
Theft of Bicycle,2014,8,7,18,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2014,7,16,16,0,ALEXANDER ST / HEATLEY AVE,Strathcona,493487.985336,5459021.13416
Theft of Bicycle,2014,2,8,12,0,20XX W 4TH AVE,Kitsilano,489034.58592299995,5457264.78029
Theft of Bicycle,2014,6,7,21,30,19XX E 12TH AVE,Kensington-Cedar Cottage,495315.635291,5456304.489030001
Theft of Bicycle,2014,7,3,1,25,ALEXANDER ST / COLUMBIA ST,Central Business District,492570.1599520001,5459009.36879
Theft of Bicycle,2014,8,31,15,30,E 8TH AVE / ONTARIO ST,Mount Pleasant,492371.19212799997,5456783.45835
Theft of Bicycle,2014,3,25,14,0,32XX WILLOW ST,South Cambie,491113.805029,5455956.11708
Theft of Bicycle,2014,5,5,18,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2014,5,18,14,30,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2014,6,10,19,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2014,8,2,0,0,17XX POWELL ST,Grandview-Woodland,494890.322663,5459021.1374699995
Theft of Bicycle,2014,10,17,17,30,11XX E BROADWAY AVE,Mount Pleasant,494159.286085,5456635.621619999
Theft of Bicycle,2014,7,22,15,0,20XX W 44TH AVE,Kerrisdale,488885.1458,5453239.990119999
Theft of Bicycle,2014,11,3,9,0,2X W HASTINGS ST,Central Business District,492349.57238800003,5458774.480909999
Theft of Bicycle,2014,6,21,21,12,3XX W HASTINGS ST,Central Business District,491996.04494799994,5458897.15542
Theft of Bicycle,2014,11,1,16,0,20XX W 2ND AVE,Kitsilano,488912.64728800004,5457475.3512699995
Theft of Bicycle,2014,8,23,21,0,ABBOTT ST / W HASTINGS ST,Central Business District,492203.9203,5458810.89111
Theft of Bicycle,2014,4,1,9,20,ABBOTT ST / W HASTINGS ST,Central Business District,492203.9203,5458810.89111
Theft of Bicycle,2014,10,15,17,0,20XX W 2ND AVE,Kitsilano,488912.64728800004,5457475.3512699995
Theft of Bicycle,2014,3,23,0,0,ABBOTT ST / W HASTINGS ST,Central Business District,492203.9203,5458810.89111
Theft of Bicycle,2014,9,12,14,0,20XX W 2ND AVE,Kitsilano,488912.64728800004,5457475.3512699995
Theft of Bicycle,2014,4,8,22,0,E BROADWAY AVE / RUPERT ST,Hastings-Sunrise,497539.19197700004,5456571.0530900005
Theft of Bicycle,2014,1,4,0,0,20XX W 2ND AVE,Kitsilano,488918.689572,5457466.04745
Theft of Bicycle,2014,1,15,16,50,ABBOTT ST / W HASTINGS ST,Central Business District,492203.9203,5458810.89111
Theft of Bicycle,2014,9,15,15,0,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494916.47729099996,5456564.11629
Theft of Bicycle,2014,2,3,0,0,17XX NELSON ST,West End,489957.99111099995,5459602.18003
Theft of Bicycle,2014,12,17,17,0,5XX W 10TH AVE,Fairview,491485.331989,5456623.16638
Theft of Bicycle,2014,9,27,21,0,11XX GILFORD ST,West End,489647.196495,5459582.1599
Theft of Bicycle,2014,3,26,0,0,20XX W 1ST AVE,Kitsilano,488977.731849,5457562.52007
Theft of Bicycle,2014,4,12,21,0,11XX GILFORD ST,West End,489647.196495,5459582.1599
Theft of Bicycle,2014,7,10,0,0,32XX W 37TH AVE,Dunbar-Southlands,487146.58014300006,5453986.5983
Theft of Bicycle,2014,7,16,15,0,E CORDOVA ST / GORE AVE,Strathcona,492902.275226,5458837.771269999
Theft of Bicycle,2014,4,16,20,0,19XX E 4TH AVE,Grandview-Woodland,495288.59570699994,5457126.83959
Theft of Bicycle,2014,9,16,12,0,2X W HASTINGS ST,Central Business District,492349.57238800003,5458774.480909999
Theft of Bicycle,2014,9,11,11,0,5XX W 10TH AVE,Fairview,491598.422157,5456620.353080001
Theft of Bicycle,2014,6,29,17,0,E BROADWAY AVE / QUEBEC ST,Mount Pleasant,492508.862633,5456694.31051
Theft of Bicycle,2014,5,4,0,6,11XX GRANVILLE ST,Central Business District,490864.17793,5458323.72078
Theft of Bicycle,2014,8,19,9,29,5XX W 10TH AVE,Fairview,491629.983102,5456610.4296699995
Theft of Bicycle,2014,10,15,21,45,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft of Bicycle,2014,10,3,21,0,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft of Bicycle,2014,8,30,5,30,11XX GRANVILLE ST,Central Business District,490825.973026,5458285.31326
Theft of Bicycle,2014,8,11,19,0,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft of Bicycle,2014,6,3,23,29,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft of Bicycle,2014,5,22,22,0,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft of Bicycle,2014,8,1,12,0,13XX LAMEYS MILL RD,Fairview,490184.3100979999,5457196.80796
Theft of Bicycle,2014,5,7,13,30,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft of Bicycle,2014,8,12,20,0,3XX W GEORGIA ST,Central Business District,491683.232945,5458582.49372
Theft of Bicycle,2014,4,22,16,0,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft of Bicycle,2014,5,19,17,0,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.256903,5456688.49724
Theft of Bicycle,2014,10,18,23,0,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.256903,5456688.49724
Theft of Bicycle,2014,4,18,1,47,17XX NELSON ST,West End,490023.74913400004,5459520.79689
Theft of Bicycle,2014,7,19,15,0,13XX JOHNSTON ST,Fairview,490329.795633,5457521.8265
Theft of Bicycle,2014,6,19,20,50,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494445.769337,5455284.45695
Theft of Bicycle,2014,4,8,22,13,13XX LAKEWOOD DR,Grandview-Woodland,495506.220289,5457761.0985199995
Theft of Bicycle,2014,1,19,17,0,3XX W GEORGIA ST,Central Business District,491683.232945,5458582.49372
Theft of Bicycle,2014,10,10,9,0,11XX E BROADWAY AVE,Mount Pleasant,494159.286085,5456635.621619999
Theft of Bicycle,2014,9,15,7,50,11XX E BROADWAY AVE,Mount Pleasant,494159.286085,5456635.621619999
Theft of Bicycle,2014,8,18,8,30,11XX E BROADWAY AVE,Mount Pleasant,494159.286085,5456635.621619999
Theft of Bicycle,2014,4,30,19,0,10XX BURRARD ST,West End,490729.82914700004,5458622.34167
Theft of Bicycle,2014,12,5,22,0,9XX NELSON ST,Central Business District,490847.30208999995,5458716.16716
Theft of Bicycle,2014,6,30,9,58,25XX MANITOBA ST,Mount Pleasant,492231.130941,5456679.1863
Theft of Bicycle,2014,7,29,4,30,17XX E 8TH AVE,Grandview-Woodland,495068.67005699995,5456728.36346
Theft of Bicycle,2014,6,15,1,0,FRASER ST / KINGSWAY AVE,Kensington-Cedar Cottage,493466.61068199994,5455995.37311
Theft of Bicycle,2014,1,3,22,19,11XX CARDERO ST,West End,490014.43036000006,5459263.8062
Theft of Bicycle,2014,8,23,0,0,9XX MAINLAND ST,Central Business District,491453.38541899994,5458332.38624
Theft of Bicycle,2014,4,25,23,30,43XX CARTIER ST,Shaughnessy,490049.154501,5454935.61695
Theft of Bicycle,2014,9,25,18,15,31XX W 5TH AVE,Kitsilano,487292.479513,5457220.64769
Theft of Bicycle,2014,7,28,15,30,9XX MAINLAND ST,Central Business District,491453.38541899994,5458332.38624
Theft of Bicycle,2014,11,26,23,0,43XX FRASER ST,Riley Park,493430.78843599994,5454854.36313
Theft of Bicycle,2014,2,25,2,17,6XX STAMPS LAND,Fairview,491414.442233,5457326.87861
Theft of Bicycle,2014,9,21,18,0,6XX STAMPS LAND,Fairview,491414.442233,5457326.87861
Theft of Bicycle,2014,7,11,17,0,20XX E 19TH AVE,Kensington-Cedar Cottage,495407.531305,5455612.70719
Theft of Bicycle,2014,8,14,20,3,20XX E 13TH AVE,Kensington-Cedar Cottage,495452.620501,5456202.75863
Theft of Bicycle,2014,10,28,2,0,43XX MAIN ST,Riley Park,492638.853303,5454867.95729
Theft of Bicycle,2014,5,20,20,0,43XX MAIN ST,Riley Park,492639.616338,5454882.554169999
Theft of Bicycle,2014,7,1,0,0,19XX NELSON ST,West End,489791.718046,5459753.80732
Theft of Bicycle,2014,9,6,17,0,GEORGIA VIADUCT / MAIN ST,Central Business District,492453.447824,5458271.975769999
Theft of Bicycle,2014,6,13,14,0,10XX BURRARD ST,West End,490729.82914700004,5458622.34167
Theft of Bicycle,2014,1,6,12,30,FIR ST / W BROADWAY AVE,Fairview,489739.48533999996,5456770.78363
Theft of Bicycle,2014,4,11,5,30,20XX E 37TH AVE,Kensington-Cedar Cottage,495285.712606,5453790.29034
Theft of Bicycle,2014,8,17,16,2,11XX COTTON DR,Grandview-Woodland,494822.815786,5457961.46584
Theft of Bicycle,2014,11,7,15,0,6XX STAMPS LAND,Fairview,491400.53300500003,5457344.486769999
Theft of Bicycle,2014,8,23,15,0,13XX WALNUT ST,Kitsilano,489163.792305,5457958.052080001
Theft of Bicycle,2014,10,3,20,0,9XX SALSBURY DR,Grandview-Woodland,495081.834071,5458176.49445
Theft of Bicycle,2014,6,25,18,15,13XX WOODLAND DR,Grandview-Woodland,494652.623132,5457768.01237
Theft of Bicycle,2014,7,1,7,0,19XX KITCHENER ST,Grandview-Woodland,495331.234999,5457701.053830001
Theft of Bicycle,2014,8,11,15,0,W 1ST AVE / YEW ST,Kitsilano,488721.32608,5457573.97384
Theft of Bicycle,2014,9,20,19,30,6XX STAMPS LAND,Fairview,491400.794291,5457335.34649
Theft of Bicycle,2014,2,18,18,0,31XX W 7TH AVE,Kitsilano,487287.430997,5457032.01478
Theft of Bicycle,2014,7,24,17,0,11XX COMOX ST,West End,490508.14465100004,5458886.60214
Theft of Bicycle,2014,6,23,2,0,FIR ST / W 1ST AVE,Fairview,489714.62870299997,5457574.47239
Theft of Bicycle,2014,7,9,15,0,11XX COMMERCIAL DR,Grandview-Woodland,494945.841233,5458009.05784
Theft of Bicycle,2014,9,20,12,0,31XX W BROADWAY AVE,Kitsilano,487265.51142,5456844.54086
Theft of Bicycle,2014,6,27,8,0,25XX MACDONALD ST,Kitsilano,487768.99850299995,5456803.90813
Theft of Bicycle,2014,11,14,23,26,20XX E 6TH AVE,Grandview-Woodland,495408.41749399994,5456923.78748
Theft of Bicycle,2014,5,2,17,0,11XX COMMERCIAL DR,Grandview-Woodland,494935.802979,5457925.34712
Theft of Bicycle,2014,9,13,15,8,FIR ST / W 7TH AVE,Fairview,489741.285071,5456967.285619999
Theft of Bicycle,2014,6,1,3,0,9XX NICOLA ST,West End,490284.83483999997,5459365.991090001
Theft of Bicycle,2014,6,29,14,50,42XX MAIN ST,Riley Park,492644.009214,5454980.86726
Theft of Bicycle,2014,11,7,7,0,6XX STAMPS LAND,Fairview,491400.53300500003,5457344.486769999
Theft of Bicycle,2014,10,10,16,3,19XX PARKER ST,Grandview-Woodland,495232.64744,5458106.25245
Theft of Bicycle,2014,8,14,14,0,9XX MAINLAND ST,Central Business District,491438.865886,5458327.54895
Theft of Bicycle,2014,8,27,23,0,6XX STAMPS LAND,Fairview,491415.39954899997,5457339.49072
Theft of Bicycle,2014,11,24,20,0,43XX W 12TH AVE,West Point Grey,485106.56466800004,5456600.5856800005
Theft of Bicycle,2014,7,20,1,0,10XX BURRARD ST,West End,490729.82914700004,5458622.34167
Theft of Bicycle,2014,7,26,20,30,10XX BURRARD ST,West End,490729.82914700004,5458622.34167
Theft of Bicycle,2014,12,15,17,0,19XX PENDRELL ST,West End,489581.88814399997,5459666.70393
Theft of Bicycle,2014,9,10,21,30,6XX STAMPS LAND,Fairview,491415.39954899997,5457339.49072
Theft of Bicycle,2014,6,6,15,0,5XX RICHARDS ST,Central Business District,491725.25776000007,5458908.40313
Theft of Bicycle,2014,12,20,12,0,19XX PENDRELL ST,West End,489581.88814399997,5459666.70393
Theft of Bicycle,2014,8,6,17,30,9XX MAINLAND ST,Central Business District,491430.09264799993,5458314.96533
Theft of Bicycle,2014,9,15,0,0,6XX STAMPS LAND,Fairview,491415.39954899997,5457339.49072
Theft of Bicycle,2014,12,14,22,0,20XX COMOX ST,West End,489578.629763,5459811.30787
Theft of Bicycle,2014,10,10,17,30,20XX COMOX ST,West End,489569.41147600004,5459833.80115
Theft of Bicycle,2014,9,12,22,0,43XX W 8TH AVE,West Point Grey,485125.670695,5456986.32858
Theft of Bicycle,2014,8,17,23,59,9XX MAIN ST,Strathcona,492746.544513,5458216.91881
Theft of Bicycle,2014,9,7,20,23,GORE AVE / KEEFER ST,Strathcona,492931.22581599996,5458524.61015
Theft of Bicycle,2014,9,16,19,0,6XX STAMPS LAND,Fairview,491415.39954899997,5457339.49072
Theft of Bicycle,2014,4,28,15,22,19XX PENDRELL ST,West End,489606.511449,5459642.26239
Theft of Bicycle,2014,8,12,14,48,10XX BURRARD ST,West End,490729.82914700004,5458622.34167
Theft of Bicycle,2014,8,20,21,6,9XX MAINLAND ST,Central Business District,491364.993692,5458242.30078
Theft of Bicycle,2014,12,1,17,0,19XX PENDRELL ST,West End,489581.88814399997,5459666.70393
Theft of Bicycle,2014,9,11,10,45,7XX PACIFIC BLVD,Central Business District,492005.869165,5458173.621280001
Theft of Bicycle,2014,8,20,19,0,6XX STAMPS LAND,Fairview,491415.39954899997,5457339.49072
Theft of Bicycle,2014,7,18,23,0,9XX MAINLAND ST,Central Business District,491438.865886,5458327.54895
Theft of Bicycle,2014,8,9,0,0,GLADSTONE ST / KINGSWAY AVE,Kensington-Cedar Cottage,495501.11697299994,5454533.90294
Theft of Bicycle,2014,7,10,19,30,9XX MAINLAND ST,Central Business District,491438.865886,5458327.54895
Theft of Bicycle,2014,5,5,12,0,9XX MAINLAND ST,Central Business District,491438.865886,5458327.54895
Theft of Bicycle,2014,7,16,6,45,10XX BURRARD ST,West End,490729.82914700004,5458622.34167
Theft of Bicycle,2014,10,24,9,0,GLEN DR / GREAT NORTHERN WAY,Strathcona,494084.68751499994,5456945.1477
Theft of Bicycle,2014,4,29,6,54,20XX E 12TH AVE,Kensington-Cedar Cottage,495433.58572299994,5456313.02786
Theft of Bicycle,2014,1,25,16,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,9,1,17,45,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,2,16,11,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,4,18,17,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,4,20,12,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,6,21,22,0,20XX DUNBAR ST,Kitsilano,486634.838771,5457286.276330001
Theft of Bicycle,2014,5,11,16,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,5,19,11,15,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,6,1,14,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,6,21,13,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,10,17,8,0,20XX CYPRESS ST,Kitsilano,489238.112488,5457212.55447
Theft of Bicycle,2014,4,4,17,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2014,9,8,8,18,E 8TH AVE / MAIN ST,Mount Pleasant,492649.73364799994,5456775.46397
Theft of Bicycle,2014,6,10,3,0,11XX DAVIE ST,West End,490358.053357,5458740.89544
Theft of Bicycle,2014,5,25,0,0,13XX W GEORGIA ST,Central Business District,490745.081237,5459529.80895
Theft of Bicycle,2014,7,13,17,0,20XX NELSON ST,West End,489639.83805200004,5459905.08311
Theft of Bicycle,2014,9,20,21,0,E HASTINGS ST / MAIN ST,Strathcona,492749.791304,5458737.3828300005
Theft of Bicycle,2014,9,20,17,0,27XX W BROADWAY AVE,Kitsilano,487771.45098100003,5456821.8614300005
Theft of Bicycle,2014,2,7,23,0,17XX E PENDER ST,Grandview-Woodland,494919.362626,5458620.67685
Theft of Bicycle,2014,7,12,21,0,40XX W 34TH AVE,Dunbar-Southlands,485878.51531099994,5454311.91472
Theft of Bicycle,2014,6,15,13,13,9XX W 16TH AVE,South Cambie,490832.96639899997,5456039.67258
Theft of Bicycle,2014,12,1,0,0,9XX W 16TH AVE,South Cambie,490814.07836800005,5456040.18691
Theft of Bicycle,2014,10,28,16,15,17XX E HASTINGS ST,Grandview-Woodland,494887.50523500005,5458719.34778
Theft of Bicycle,2014,6,8,10,0,9XX W 18TH AVE,South Cambie,490890.200234,5455847.50661
Theft of Bicycle,2014,10,29,9,48,20XX NELSON ST,West End,489593.540893,5459958.85584
Theft of Bicycle,2014,9,16,9,0,5XX SEYMOUR ST,Central Business District,491719.162424,5459026.949019999
Theft of Bicycle,2014,10,17,19,0,9XX W 14TH AVE,Fairview,490884.83478100004,5456226.43035
Theft of Bicycle,2014,3,8,0,0,40XX YEW ST,Arbutus Ridge,488677.717984,5455306.04007
Theft of Bicycle,2014,10,9,0,0,40XX YEW ST,Arbutus Ridge,488677.717984,5455306.04007
Theft of Bicycle,2014,12,10,0,0,19XX HARO ST,West End,489897.531068,5459970.6387
Theft of Bicycle,2014,12,18,8,30,19XX HARO ST,West End,489897.531068,5459970.6387
Theft of Bicycle,2014,12,20,12,0,19XX HARO ST,West End,489897.531068,5459970.6387
Theft of Bicycle,2014,11,15,14,30,32XX FRASER ST,Kensington-Cedar Cottage,493467.33477200003,5455958.35448
Theft of Bicycle,2014,4,22,14,0,20XX NANAIMO ST,Grandview-Woodland,495878.607824,5457078.91318
Theft of Bicycle,2014,8,25,19,0,41XX ANGUS DR,Shaughnessy,489370.90126099996,5455170.00689
Theft of Bicycle,2014,4,13,18,0,6XX PRIOR ST,Strathcona,493362.067492,5458206.9338
Theft of Bicycle,2014,6,27,22,30,40XX W 18TH AVE,Dunbar-Southlands,485736.78843,5455986.56126
Theft of Bicycle,2014,10,9,0,0,25XX E BROADWAY AVE,Hastings-Sunrise,496032.51209,5456589.6063
Theft of Bicycle,2014,1,12,12,26,40XX SLOCAN ST,Renfrew-Collingwood,496391.901621,5455100.213380001
Theft of Bicycle,2014,8,8,18,15,W 4TH AVE / YEW ST,Kitsilano,488713.610061,5457277.2745900005
Theft of Bicycle,2014,9,30,10,46,9XX W 41ST AVE,Oakridge,490757.80222700007,5453456.08146
Theft of Bicycle,2014,6,20,12,0,2XX ABBOTT ST,Central Business District,492247.24871899997,5458986.51924
Theft of Bicycle,2014,6,17,9,0,11XX E BROADWAY AVE,Mount Pleasant,494159.286085,5456635.621619999
Theft of Bicycle,2014,5,20,22,53,11XX E BROADWAY AVE,Mount Pleasant,494159.286085,5456635.621619999
Theft of Bicycle,2014,1,15,21,0,32XX MATAPAN CRES,Renfrew-Collingwood,497792.98876800004,5456014.24261
Theft of Bicycle,2014,6,17,0,0,11XX E 10TH AVE,Mount Pleasant,494112.56073800003,5456527.281140001
Theft of Bicycle,2014,2,16,0,0,20XX PINE ST,Fairview,489583.54412700003,5457243.01017
Theft of Bicycle,2014,4,21,8,0,11XX E BROADWAY AVE,Mount Pleasant,494159.286085,5456635.621619999
Theft of Bicycle,2014,1,19,16,0,5XX SMITHE ST,Central Business District,491279.660278,5458507.258119999
Theft of Bicycle,2014,8,13,18,0,20XX PENDRELL ST,West End,489547.89461499994,5459700.4310099995
Theft of Bicycle,2014,11,11,0,0,32XX MAIN ST,Riley Park,492636.399003,5455920.43554
Theft of Bicycle,2014,4,1,16,30,32XX MAIN ST,Riley Park,492635.678025,5455889.35157
Theft of Bicycle,2014,10,13,0,0,9XX W 22ND AVE,South Cambie,490769.249783,5455440.84269
